"TRUMATCH 28-c1","28-c1","#4cbace"
"TRUMATCH 28-d1","28-d1","#7ec8d7"
"TRUMATCH 28-e1","28-e1","#a6d5e0"
"TRUMATCH 28-f1","28-f1","#c5e1e8"
"TRUMATCH 28-g1","28-g1","#e2edf0"
"TRUMATCH 28-d5","28-d5","#69a4b0"
"TRUMATCH 28-a2","28-a2","#0099b4"
"TRUMATCH 28-b2","28-b2","#00a5bc"
"TRUMATCH 28-c2","28-c2","#49b2c4"
"TRUMATCH 28-d2","28-d2","#79becd"
"TRUMATCH 28-e2","28-e2","#9fcbd6"
"TRUMATCH 28-a5","28-a5","#00859b"
"TRUMATCH 28-b5","28-b5","#008ea2"
"TRUMATCH 28-c5","28-c5","#4199a8"
"TRUMATCH 28-a3","28-a3","#0093ac"
"TRUMATCH 28-b3","28-b3","#009eb4"
"TRUMATCH 28-c3","28-c3","#47aabb"
"TRUMATCH 28-d3","28-d3","#73b6c3"
"TRUMATCH 28-e3","28-e3","#97c2cc"
"TRUMATCH 28-a6","28-a6","#007e93"
"TRUMATCH 28-b6","28-b6","#008799"
"TRUMATCH 28-c6","28-c6","#3f919f"
"TRUMATCH 28-a4","28-a4","#008ca4"
"TRUMATCH 28-b4","28-b4","#0096ab"
"TRUMATCH 28-c4","28-c4","#44a2b2"
"TRUMATCH 28-d4","28-d4","#6eadba"
"TRUMATCH 28-e4","28-e4","#90b9c2"
"TRUMATCH 28-a7","28-a7","#00778a"
"TRUMATCH 28-b7","28-b7","#007f90"
"TRUMATCH 28-c7","28-c7","#3c8895"
"TRUMATCH 29-a","29-a","#00b0bf"
"TRUMATCH 29-b","29-b","#36bcc9"
"TRUMATCH 29-c","29","#70c9d2"
"TRUMATCH 29-d","29-d","#98d6dc"
"TRUMATCH 29-e","29-e","#b8e1e6"
"TRUMATCH 29-f","29-f","#d5edf0"
"TRUMATCH 29-g","29-g","#eff8f8"
"TRUMATCH 29-h","29-h","#f7fcfc"
"TRUMATCH 29-a1","29-a1","#00a9b8"
"TRUMATCH 29-b1","29-b1","#35b5c1"
"TRUMATCH 29-c1","29-c1","#6bc1ca"
"TRUMATCH 29-d1","29-d1","#92cdd3"
"TRUMATCH 29-e1","29-e1","#b0d8dd"
"TRUMATCH 29-f1","29-f1","#cce3e7"
"TRUMATCH 29-g1","29-g1","#e5eeee"
"TRUMATCH 29-d5","29-d5","#78a8ad"
"TRUMATCH 29-a2","29-a2","#00a2af"
"TRUMATCH 29-b2","29-b2","#34adb9"
"TRUMATCH 29-c2","29-c2","#67b8c0"
"TRUMATCH 29-d2","29-d2","#8cc4ca"
"TRUMATCH 29-e2","29-e2","#a8ced3"
"TRUMATCH 29-a5","29-a5","#008b97"
"TRUMATCH 29-b5","29-b5","#31959e"
"TRUMATCH 29-c5","29-c5","#5a9ea5"
"TRUMATCH 29-a3","29-a3","#009aa7"
"TRUMATCH 29-b3","29-b3","#33a5b0"
"TRUMATCH 29-c3","29-c3","#63b0b8"
"TRUMATCH 29-d3","29-d3","#85bbc0"
"TRUMATCH 29-e3","29-e3","#a0c5c9"
"TRUMATCH 29-a6","29-a6","#00848f"
"TRUMATCH 29-b6","29-b6","#308d96"
"TRUMATCH 29-c6","29-c6","#55959c"
"TRUMATCH 29-a4","29-a4","#0093a0"
"TRUMATCH 29-b4","29-b4","#329da8"
"TRUMATCH 29-c4","29-c4","#5ea7af"
"TRUMATCH 29-d4","29-d4","#7fb2b7"
"TRUMATCH 29-e4","29-e4","#99bbc0"
"TRUMATCH 29-a7","29-a7","#007d87"
"TRUMATCH 29-b7","29-b7","#2f848d"
"TRUMATCH 29-c7","29-c7","#518d93"
"TRUMATCH 30-a","30-a","#00a0e1"
"TRUMATCH 30-b","30-b","#00aee6"
"TRUMATCH 30-c","30","#00bdeb"
"TRUMATCH 30-d","30-d","#6ecdf0"
"TRUMATCH 30-e","30-e","#a0dcf5"
"TRUMATCH 30-f","30-f","#c8eaf9"
"TRUMATCH 30-g","30-g","#eaf7fd"
"TRUMATCH 30-h","30-h","#f5fbfe"
"TRUMATCH 30-a1","30-a1","#009ad8"
"TRUMATCH 30-b1","30-b1","#00a7dc"
"TRUMATCH 30-c1","30-c1","#00b5e1"
"TRUMATCH 30-d1","30-d1","#6ac5e6"
"TRUMATCH 30-e1","30-e1","#9ad3eb"
"TRUMATCH 30-f1","30-f1","#bfe0ef"
"TRUMATCH 30-d5","30-d5","#58a1bc"
"TRUMATCH 30-e5","30-e5","#7fadc0"
"TRUMATCH 30-a2","30-a2","#0093ce"
"TRUMATCH 30-b2","30-b2","#00a0d2"
"TRUMATCH 30-c2","30-c2","#00add7"
"TRUMATCH 30-d2","30-d2","#65bcdb"
"TRUMATCH 30-e2","30-e2","#93c9e0"
"TRUMATCH 30-a5","30-a5","#007fb1"
"TRUMATCH 30-b5","30-b5","#008ab4"
"TRUMATCH 30-c5","30-c5","#0e95b8"
"TRUMATCH 30-a3","30-a3","#008dc4"
"TRUMATCH 30-b3","30-b3","#0099c8"
"TRUMATCH 30-c3","30-c3","#00a6cd"
"TRUMATCH 30-d3","30-d3","#61b3d1"
"TRUMATCH 30-e3","30-e3","#8cc0d6"
"TRUMATCH 30-a6","30-a6","#0079a7"
"TRUMATCH 30-b6","30-b6","#0083aa"
"TRUMATCH 30-c6","30-c6","#138dad"
"TRUMATCH 30-a4","30-a4","#0086bb"
"TRUMATCH 30-b4","30-b4","#0092bf"
"TRUMATCH 30-c4","30-c4","#079ec3"
"TRUMATCH 30-d4","30-d4","#5daac7"
"TRUMATCH 30-e4","30-e4","#86b7cb"
"TRUMATCH 30-a7","30-a7","#00729d"
"TRUMATCH 30-b7","30-b7","#007ba0"
"TRUMATCH 30-c7","30-c7","#1785a3"
"TRUMATCH 31-a","31-a","#009bd7"
"TRUMATCH 31-b","31-b","#00a8dd"
"TRUMATCH 31-c","31","#57b8e4"
"TRUMATCH 31-d","31-d","#87c7ea"
"TRUMATCH 31-e","31-e","#acd7f0"
"TRUMATCH 31-f","31-f","#cfe6f6"
"TRUMATCH 31-d5","31-d5","#6b9cb7"
"TRUMATCH 31-e5","31-e5","#87a9bd"
"TRUMATCH 31-a1","31-a1","#0095ce"
"TRUMATCH 31-b1","31-b1","#00a1d4"
"TRUMATCH 31-c1","31-c1","#54b1db"
"TRUMATCH 31-d1","31-d1","#82bfe0"
"TRUMATCH 31-e1","31-e1","#a5cfe7"
"TRUMATCH 31-f1","31-f1","#c6ddec"
"TRUMATCH 31-d6","31-d6","#6694ad"
"TRUMATCH 31-e6","31-e6","#80a0b2"
"TRUMATCH 31-a2","31-a2","#008ec5"
"TRUMATCH 31-b2","31-b2","#009aca"
"TRUMATCH 31-c2","31-c2","#51a9d0"
"TRUMATCH 31-d2","31-d2","#7cb6d6"
"TRUMATCH 31-e2","31-e2","#9ec5dc"
"TRUMATCH 31-a5","31-a5","#007ba9"
"TRUMATCH 31-b5","31-b5","#0084ad"
"TRUMATCH 31-c5","31-c5","#4891b2"
"TRUMATCH 31-a3","31-a3","#0088bc"
"TRUMATCH 31-b3","31-b3","#0093c1"
"TRUMATCH 31-c3","31-c3","#4ea1c7"
"TRUMATCH 31-d3","31-d3","#77aecc"
"TRUMATCH 31-e3","31-e3","#96bcd2"
"TRUMATCH 31-a6","31-a6","#0074a0"
"TRUMATCH 31-b6","31-b6","#007da3"
"TRUMATCH 31-c6","31-c6","#4589a8"
"TRUMATCH 31-a4","31-a4","#0082b3"
"TRUMATCH 31-b4","31-b4","#008cb7"
"TRUMATCH 31-c4","31-c4","#4b99bd"
"TRUMATCH 31-d4","31-d4","#71a6c2"
"TRUMATCH 31-e4","31-e4","#8fb3c8"
"TRUMATCH 31-a7","31-a7","#006e96"
"TRUMATCH 31-b7","31-b7","#03769a"
"TRUMATCH 31-c7","31-c7","#42819e"
"TRUMATCH 32-a","32-a","#0096d3"
"TRUMATCH 32-b","32-b","#00a4da"
"TRUMATCH 32-c","32","#54b4e1"
"TRUMATCH 32-d","32-d","#84c4e7"
"TRUMATCH 32-e","32-e","#acd5ee"
"TRUMATCH 32-f","32-f","#cce4f4"
"TRUMATCH 32-g","32-g","#ecf4fb"
"TRUMATCH 32-h","32-h","#f4f9fd"
"TRUMATCH 32-a1","32-a1","#0090cb"
"TRUMATCH 32-b1","32-b1","#009ed1"
"TRUMATCH 32-c1","32-c1","#51acd7"
"TRUMATCH 32-d1","32-d1","#7fbcde"
"TRUMATCH 32-e1","32-e1","#a5cce5"
"TRUMATCH 32-f1","32-f1","#c4dbeb"
"TRUMATCH 32-d5","32-d5","#6999b5"
"TRUMATCH 32-e5","32-e5","#87a7bb"
"TRUMATCH 32-a2","32-a2","#008ac2"
"TRUMATCH 32-b2","32-b2","#0096c7"
"TRUMATCH 32-c2","32-c2","#4ea4cd"
"TRUMATCH 32-d2","32-d2","#79b3d4"
"TRUMATCH 32-e2","32-e2","#9ec3da"
"TRUMATCH 32-a5","32-a5","#0077a6"
"TRUMATCH 32-b5","32-b5","#0081ab"
"TRUMATCH 32-c5","32-c5","#468db0"
"TRUMATCH 32-a3","32-a3","#0084b9"
"TRUMATCH 32-b3","32-b3","#0090be"
"TRUMATCH 32-c3","32-c3","#4b9dc4"
"TRUMATCH 32-d3","32-d3","#74abca"
"TRUMATCH 32-e3","32-e3","#97bad0"
"TRUMATCH 32-a6","32-a6","#00719e"
"TRUMATCH 32-b6","32-b6","#007ba2"
"TRUMATCH 32-c6","32-c6","#4385a6"
"TRUMATCH 32-a4","32-a4","#007eb0"
"TRUMATCH 32-b4","32-b4","#0089b5"
"TRUMATCH 32-c4","32-c4","#4995ba"
"TRUMATCH 32-d4","32-d4","#6fa3c0"
"TRUMATCH 32-e4","32-e4","#8fb1c6"
"TRUMATCH 32-a7","32-a7","#006a94"
"TRUMATCH 32-b7","32-b7","#037398"
"TRUMATCH 32-c7","32-c7","#407d9c"
"TRUMATCH 33-a","33-a","#0098d2"
"TRUMATCH 33-b","33-b","#45a7d9"
"TRUMATCH 33-c","33","#73b5df"
"TRUMATCH 33-d","33-d","#98c5e6"
"TRUMATCH 33-e","33-e","#b6d4ed"
"TRUMATCH 33-f","33-f","#d3e5f4"
"TRUMATCH 33-g","33-g","#eef5fb"
"TRUMATCH 33-h","33-h","#f7fafd"
"TRUMATCH 33-a1","33-a1","#0092c9"
"TRUMATCH 33-b1","33-b1","#43a0d0"
"TRUMATCH 33-c1","33-c1","#6eaed6"
"TRUMATCH 33-d1","33-d1","#92bddd"
"TRUMATCH 33-e1","33-e1","#afcce4"
"TRUMATCH 33-f1","33-f1","#cadceb"
"TRUMATCH 33-d5","33-d5","#789ab4"
"TRUMATCH 33-e5","33-e5","#8fa7ba"
"TRUMATCH 33-a2","33-a2","#008cc0"
"TRUMATCH 33-b2","33-b2","#4099c6"
"TRUMATCH 33-c2","33-c2","#6aa5cc"
"TRUMATCH 33-d2","33-d2","#8bb4d3"
"TRUMATCH 33-e2","33-e2","#a7c3d9"
"TRUMATCH 33-a5","33-a5","#0078a5"
"TRUMATCH 33-b5","33-b5","#3b83aa"
"TRUMATCH 33-c5","33-c5","#5c8eaf"
"TRUMATCH 33-a3","33-a3","#0085b7"
"TRUMATCH 33-b3","33-b3","#3e92bd"
"TRUMATCH 33-c3","33-c3","#659ec3"
"TRUMATCH 33-d3","33-d3","#85acc9"
"TRUMATCH 33-e3","33-e3","#9fbacf"
"TRUMATCH 33-a6","33-a6","#00729c"
"TRUMATCH 33-b6","33-b6","#397ca0"
"TRUMATCH 33-c6","33-c6","#5786a5"
"TRUMATCH 33-a4","33-a4","#007fae"
"TRUMATCH 33-b4","33-b4","#3c8bb4"
"TRUMATCH 33-c4","33-c4","#6196b9"
"TRUMATCH 33-d4","33-d4","#7fa3bf"
"TRUMATCH 33-e4","33-e4","#97b1c5"
"TRUMATCH 33-a7","33-a7","#006b92"
"TRUMATCH 33-b7","33-b7","#377597"
"TRUMATCH 33-c7","33-c7","#537e9b"
"TRUMATCH 34-a","34-a","#0074ba"
"TRUMATCH 34-b","34-b","#0086c4"
"TRUMATCH 34-c","34","#4797cd"
"TRUMATCH 34-d","34-d","#7aacd8"
"TRUMATCH 34-e","34-e","#a3c2e3"
"TRUMATCH 34-f","34-f","#c7d9ee"
"TRUMATCH 34-g","34-g","#e9f0f9"
"TRUMATCH 34-h","34-h","#f4f8fc"
"TRUMATCH 34-a1","34-a1","#0070b3"
"TRUMATCH 34-b1","34-b1","#0080bc"
"TRUMATCH 34-c1","34-c1","#4491c5"
"TRUMATCH 34-d1","34-d1","#75a5cf"
"TRUMATCH 34-e1","34-e1","#9cbbda"
"TRUMATCH 34-f1","34-f1","#bfd0e5"
"TRUMATCH 34-d5","34-d5","#6187a9"
"TRUMATCH 34-e5","34-e5","#8098b2"
"TRUMATCH 34-a2","34-a2","#006cab"
"TRUMATCH 34-b2","34-b2","#007bb4"
"TRUMATCH 34-c2","34-c2","#428abc"
"TRUMATCH 34-d2","34-d2","#709dc6"
"TRUMATCH 34-e2","34-e2","#95b2d0"
"TRUMATCH 34-a5","34-a5","#005e94"
"TRUMATCH 34-b5","34-b5","#006a9a"
"TRUMATCH 34-c5","34-c5","#3b76a1"
"TRUMATCH 34-a3","34-a3","#0067a4"
"TRUMATCH 34-b3","34-b3","#0075ab"
"TRUMATCH 34-c3","34-c3","#4084b3"
"TRUMATCH 34-d3","34-d3","#6b96bd"
"TRUMATCH 34-e3","34-e3","#8faac7"
"TRUMATCH 34-a6","34-a6","#00598c"
"TRUMATCH 34-b6","34-b6","#006492"
"TRUMATCH 34-c6","34-c6","#397098"
"TRUMATCH 34-a4","34-a4","#00639c"
"TRUMATCH 34-b4","34-b4","#0070a3"
"TRUMATCH 34-c4","34-c4","#3e7daa"
"TRUMATCH 34-d4","34-d4","#668fb3"
"TRUMATCH 34-e4","34-e4","#88a1bd"
"TRUMATCH 34-a7","34-a7","#005484"
"TRUMATCH 34-b7","34-b7","#005f8a"
"TRUMATCH 34-c7","34-c7","#38698f"
"TRUMATCH 35-a","35-a","#0069b0"
"TRUMATCH 35-b","35-b","#007abb"
"TRUMATCH 35-c","35","#4e8ec6"
"TRUMATCH 35-d","35-d","#7ca5d3"
"TRUMATCH 35-e","35-e","#a4bddf"
"TRUMATCH 35-f","35-f","#c7d4eb"
"TRUMATCH 35-g","35-g","#e9edf7"
"TRUMATCH 35-h","35-h","#f4f6fb"
"TRUMATCH 35-a1","35-a1","#0065a9"
"TRUMATCH 35-b1","35-b1","#0076b3"
"TRUMATCH 35-c1","35-c1","#4b88be"
"TRUMATCH 35-d1","35-d1","#779eca"
"TRUMATCH 35-e1","35-e1","#9db5d6"
"TRUMATCH 35-f1","35-f1","#bfcbe2"
"TRUMATCH 35-d5","35-d5","#6381a5"
"TRUMATCH 35-e5","35-e5","#8194af"
"TRUMATCH 35-a2","35-a2","#0061a2"
"TRUMATCH 35-b2","35-b2","#0170ab"
"TRUMATCH 35-c2","35-c2","#4882b5"
"TRUMATCH 35-d2","35-d2","#7297c1"
"TRUMATCH 35-e2","35-e2","#96accc"
"TRUMATCH 35-a5","35-a5","#00558c"
"TRUMATCH 35-b5","35-b5","#106193"
"TRUMATCH 35-c5","35-c5","#406f9c"
"TRUMATCH 35-a3","35-a3","#005d9b"
"TRUMATCH 35-b3","35-b3","#076ba3"
"TRUMATCH 35-c3","35-c3","#467cad"
"TRUMATCH 35-d3","35-d3","#6d90b8"
"TRUMATCH 35-e3","35-e3","#8fa4c3"
"TRUMATCH 35-a6","35-a6","#005185"
"TRUMATCH 35-b6","35-b6","#135c8c"
"TRUMATCH 35-c6","35-c6","#3e6993"
"TRUMATCH 35-a4","35-a4","#005994"
"TRUMATCH 35-b4","35-b4","#0b679c"
"TRUMATCH 35-c4","35-c4","#4376a5"
"TRUMATCH 35-d4","35-d4","#6888af"
"TRUMATCH 35-e4","35-e4","#889dba"
"TRUMATCH 35-a7","35-a7","#004d7e"
"TRUMATCH 35-b7","35-b7","#165783"
"TRUMATCH 35-c7","35-c7","#3c638a"
"TRUMATCH 36-a","36-a","#0057a0"
"TRUMATCH 36-b","36-b","#2d69ac"
"TRUMATCH 36-c","36","#5880bb"
"TRUMATCH 36-d","36-d","#8098ca"
"TRUMATCH 36-e","36-e","#a4b4d9"
"TRUMATCH 36-f","36-f","#c7cee7"
"TRUMATCH 36-g","36-g","#e9ebf6"
"TRUMATCH 36-h","36-h","#f4f4fa"
"TRUMATCH 36-a1","36-a1","#00549a"
"TRUMATCH 36-b1","36-b1","#2c65a5"
"TRUMATCH 36-c1","36-c1","#547ab3"
"TRUMATCH 36-d1","36-d1","#7a92c1"
"TRUMATCH 36-e1","36-e1","#9eacd0"
"TRUMATCH 36-f1","36-f1","#bec6de"
"TRUMATCH 36-d5","36-d5","#65769e"
"TRUMATCH 36-e5","36-e5","#818caa"
"TRUMATCH 36-a2","36-a2","#005194"
"TRUMATCH 36-b2","36-b2","#2b619e"
"TRUMATCH 36-c2","36-c2","#5175ab"
"TRUMATCH 36-d2","36-d2","#758bb8"
"TRUMATCH 36-e2","36-e2","#96a4c7"
"TRUMATCH 36-a5","36-a5","#004780"
"TRUMATCH 36-b5","36-b5","#295488"
"TRUMATCH 36-c5","36-c5","#476493"
"TRUMATCH 36-a3","36-a3","#004e8d"
"TRUMATCH 36-b3","36-b3","#2b5c97"
"TRUMATCH 36-c3","36-c3","#4e6fa3"
"TRUMATCH 36-d3","36-d3","#7084b0"
"TRUMATCH 36-e3","36-e3","#8f9cbd"
"TRUMATCH 36-a6","36-a6","#00457a"
"TRUMATCH 36-b6","36-b6","#295081"
"TRUMATCH 36-c6","36-c6","#445f8b"
"TRUMATCH 36-a4","36-a4","#004b87"
"TRUMATCH 36-b4","36-b4","#2a5890"
"TRUMATCH 36-c4","36-c4","#4b6a9c"
"TRUMATCH 36-d4","36-d4","#6b7ea7"
"TRUMATCH 36-e4","36-e4","#8895b4"
"TRUMATCH 36-a7","36-a7","#004174"
"TRUMATCH 36-b7","36-b7","#284c7a"
"TRUMATCH 36-c7","36-c7","#415983"
"TRUMATCH 37-a","37-a","#5485bf"
"TRUMATCH 37-b","37-b","#7096c9"
"TRUMATCH 37-c","37","#8ea7d2"
"TRUMATCH 37-d","37-d","#a7b9dc"
"TRUMATCH 37-e","37-e","#c1cce6"
"TRUMATCH 37-f","37-f","#d7dff0"
"TRUMATCH 37-g","37-g","#f0f3f9"
"TRUMATCH 37-h","37-h","#f7f9fc"
"TRUMATCH 37-a1","37-a1","#5180b8"
"TRUMATCH 37-b1","37-b1","#6c90c1"
"TRUMATCH 37-c1","37-c1","#88a0ca"
"TRUMATCH 37-d1","37-d1","#a0b1d3"
"TRUMATCH 37-e1","37-e1","#b9c4dd"
"TRUMATCH 37-f1","37-f1","#ced6e6"
"TRUMATCH 37-d5","37-d5","#8390ad"
"TRUMATCH 37-e5","37-e5","#97a0b5"
"TRUMATCH 37-a2","37-a2","#4e7aaf"
"TRUMATCH 37-b2","37-b2","#6789b8"
"TRUMATCH 37-c2","37-c2","#8298c0"
"TRUMATCH 37-d2","37-d2","#99a9ca"
"TRUMATCH 37-e2","37-e2","#b0bbd3"
"TRUMATCH 37-a5","37-a5","#456896"
"TRUMATCH 37-b5","37-b5","#5a759e"
"TRUMATCH 37-c5","37-c5","#7082a5"
"TRUMATCH 37-a3","37-a3","#4b74a7"
"TRUMATCH 37-b3","37-b3","#6382b0"
"TRUMATCH 37-c3","37-c3","#7c91b8"
"TRUMATCH 37-d3","37-d3","#92a1c0"
"TRUMATCH 37-e3","37-e3","#a8b2c9"
"TRUMATCH 37-a6","37-a6","#42638e"
"TRUMATCH 37-b6","37-b6","#556f95"
"TRUMATCH 37-c6","37-c6","#6a7b9c"
"TRUMATCH 37-a4","37-a4","#486f9f"
"TRUMATCH 37-b4","37-b4","#5e7ca7"
"TRUMATCH 37-c4","37-c4","#768aaf"
"TRUMATCH 37-d4","37-d4","#8b99b7"
"TRUMATCH 37-e4","37-e4","#a0a9c0"
"TRUMATCH 37-a7","37-a7","#3f5d86"
"TRUMATCH 37-b7","37-b7","#51688c"
"TRUMATCH 37-c7","37-c7","#647392"
"TRUMATCH 38-a","38-a","#223c8a"
"TRUMATCH 38-b","38-b","#464c95"
"TRUMATCH 38-c","38","#6463a5"
"TRUMATCH 38-d","38-d","#8582b9"
"TRUMATCH 38-e","38-e","#a6a3ce"
"TRUMATCH 38-f","38-f","#c7c4e1"
"TRUMATCH 38-g","38-g","#e8e6f2"
"TRUMATCH 38-h","38-h","#f4f2f9"
"TRUMATCH 38-a1","38-a1","#213b85"
"TRUMATCH 38-b1","38-b1","#444a90"
"TRUMATCH 38-c1","38-c1","#60609f"
"TRUMATCH 38-d1","38-d1","#7f7db2"
"TRUMATCH 38-e1","38-e1","#9f9cc5"
"TRUMATCH 38-f1","38-f1","#bebcd8"
"TRUMATCH 38-g1","38-g1","#dedde9"
"TRUMATCH 38-d5","38-d5","#696692"
"TRUMATCH 38-a2","38-a2","#213a80"
"TRUMATCH 38-b2","38-b2","#41478a"
"TRUMATCH 38-c2","38-c2","#5c5b97"
"TRUMATCH 38-d2","38-d2","#7977aa"
"TRUMATCH 38-e2","38-e2","#9795bc"
"TRUMATCH 38-a5","38-a5","#213570"
"TRUMATCH 38-b5","38-b5","#3b3f78"
"TRUMATCH 38-c5","38-c5","#514f83"
"TRUMATCH 38-a3","38-a3","#21387b"
"TRUMATCH 38-b3","38-b3","#3f4584"
"TRUMATCH 38-c3","38-c3","#595791"
"TRUMATCH 38-d3","38-d3","#7471a2"
"TRUMATCH 38-e3","38-e3","#908eb3"
"TRUMATCH 38-a6","38-a6","#21336b"
"TRUMATCH 38-b6","38-b6","#393d72"
"TRUMATCH 38-c6","38-c6","#4d4b7c"
"TRUMATCH 38-a4","38-a4","#203776"
"TRUMATCH 38-b4","38-b4","#3d427e"
"TRUMATCH 38-c4","38-c4","#55538a"
"TRUMATCH 38-d4","38-d4","#6f6c9a"
"TRUMATCH 38-e4","38-e4","#8987ab"
"TRUMATCH 38-a7","38-a7","#223266"
"TRUMATCH 38-b7","38-b7","#373a6c"
"TRUMATCH 38-c7","38-c7","#4a4775"
"TRUMATCH 39-a","39-a","#603383"
"TRUMATCH 39-b","39-b","#764790"
"TRUMATCH 39-c","39","#8b62a2"
"TRUMATCH 39-d","39-d","#a383b8"
"TRUMATCH 39-e","39-e","#b9a5cd"
"TRUMATCH 39-f","39-f","#d4c7e1"
"TRUMATCH 39-g","39-g","#ede8f3"
"TRUMATCH 39-h","39-h","#f6f2f8"
"TRUMATCH 39-a1","39-a1","#5d327e"
"TRUMATCH 39-b1","39-b1","#72458b"
"TRUMATCH 39-c1","39-c1","#865e9b"
"TRUMATCH 39-d1","39-d1","#9c7eb0"
"TRUMATCH 39-e1","39-e1","#b29ec5"
"TRUMATCH 39-f1","39-f1","#cbbfd8"
"TRUMATCH 39-g1","39-g1","#e3dfe9"
"TRUMATCH 39-d5","39-d5","#806790"
"TRUMATCH 39-a2","39-a2","#593179"
"TRUMATCH 39-b2","39-b2","#6d4385"
"TRUMATCH 39-c2","39-c2","#805a95"
"TRUMATCH 39-d2","39-d2","#9578a8"
"TRUMATCH 39-e2","39-e2","#a997bc"
"TRUMATCH 39-a5","39-a5","#4f2d6a"
"TRUMATCH 39-b5","39-b5","#5f3b74"
"TRUMATCH 39-c5","39-c5","#6e4e80"
"TRUMATCH 39-a3","39-a3","#563074"
"TRUMATCH 39-b3","39-b3","#68407f"
"TRUMATCH 39-c3","39-c3","#7a568e"
"TRUMATCH 39-d3","39-d3","#8e72a1"
"TRUMATCH 39-e3","39-e3","#a190b3"
"TRUMATCH 39-a6","39-a6","#4c2c65"
"TRUMATCH 39-b6","39-b6","#5b396e"
"TRUMATCH 39-c6","39-c6","#694a79"
"TRUMATCH 39-a4","39-a4","#532f70"
"TRUMATCH 39 b4","39-b4","#643e7a"
"TRUMATCH 39-c4","39-c4","#745287"
"TRUMATCH 39-d4","39-d4","#876d99"
"TRUMATCH 39-e4","39-e4","#9988aa"
"TRUMATCH 39-a7","39-a7","#492b60"
"TRUMATCH 39-b7","39-b7","#563668"
"TRUMATCH 39-c7","39-c7","#634672"
"TRUMATCH 40-a","40-a","#9663a2"
"TRUMATCH 40-b","40-b","#a479b1"
"TRUMATCH 40-c","40","#b392c1"
"TRUMATCH 40-d","40-d","#c2a9cf"
"TRUMATCH 40-e","40-e","#d1c1dd"
"TRUMATCH 40-f","40-f","#e3d7ea"
"TRUMATCH 40-g","40-g","#f3eff7"
"TRUMATCH 40-h","40-h","#faf7fb"
"TRUMATCH 40-a1","40-a1","#905f9c"
"TRUMATCH 40-b1","40-b1","#9d74a9"
"TRUMATCH 40-c1","40-c1","#ac8cb9"
"TRUMATCH 40-d1","40-d1","#b9a2c7"
"TRUMATCH 40-e1","40-e1","#c8b9d4"
"TRUMATCH 40-f1","40-f1","#d9cfe1"
"TRUMATCH 40-g1","40-g1","#e9e6ed"
"TRUMATCH 40-d5","40-d5","#9784a3"
"TRUMATCH 40-a2","40-a2","#895b95"
"TRUMATCH 40-b2","40-b2","#966fa2"
"TRUMATCH 40-c2","40-c2","#a386b1"
"TRUMATCH 40-d2","40-d2","#b19bbe"
"TRUMATCH 40-e2","40-e2","#beb1cb"
"TRUMATCH 40-a5","40-a5","#764f80"
"TRUMATCH 40-b5","40-b5","#805f8b"
"TRUMATCH 40-c5","40-c5","#8c7297"
"TRUMATCH 40-a3","40-a3","#83578e"
"TRUMATCH 40-b3","40-b3","#8f6a9a"
"TRUMATCH 40-c3","40-c3","#9c80a8"
"TRUMATCH 40-d3","40-d3","#a893b5"
"TRUMATCH 40-e3","40-e3","#b5a8c2"
"TRUMATCH 40-a6","40-a6","#704b7a"
"TRUMATCH 40-b6","40-b6","#7a5a84"
"TRUMATCH 40-c6","40-c6","#846d8f"
"TRUMATCH 40-a4","40-a4","#7d5388"
"TRUMATCH 40-b4","40-b4","#886593"
"TRUMATCH 40-c4","40-c4","#9479a0"
"TRUMATCH 40-d4","40-d4","#a08cac"
"TRUMATCH 40-e4","40-e4","#aca0b8"
"TRUMATCH 40-a7","40-a7","#6a4773"
"TRUMATCH 40-b7","40-b7","#73557c"
"TRUMATCH 40-c7","40-c7","#7c6687"
"TRUMATCH 41-a","41-a","#a55b9c"
"TRUMATCH 41-b","41-b","#b073ac"
"TRUMATCH 41-c","41","#bd8dbc"
"TRUMATCH 41-d","41-d","#c9a7cd"
"TRUMATCH 41-e","41-e","#d7bfdb"
"TRUMATCH 41-f","41-f","#e5d7e9"
"TRUMATCH 41-g","41-g","#f5eff6"
"TRUMATCH 41-a1","41-a1","#9e5896"
"TRUMATCH 41-b1","41-b1","#a86fa5"
"TRUMATCH 41-c1","41-c1","#b587b4"
"TRUMATCH 41-d1","41-d1","#c1a0c5"
"TRUMATCH 41-e1","41-e1","#ceb7d3"
"TRUMATCH 41-f1","41-f1","#dbcee0"
"TRUMATCH 41-g1","41-g1","#ebe5ed"
"TRUMATCH 41-d5","41-d5","#9d83a1"
"TRUMATCH 41-a2","41-a2","#96548f"
"TRUMATCH 41-b2","41-b2","#a06a9d"
"TRUMATCH 41-c2","41-c2","#ad81ac"
"TRUMATCH 41-d2","41-d2","#b799bc"
"TRUMATCH 41-e2","41-e2","#c4afc9"
"TRUMATCH 41-a5","41-a5","#81497c"
"TRUMATCH 41-b5","41-b5","#895b87"
"TRUMATCH 41-c5","41-c5","#936f94"
"TRUMATCH 41-a3","41-a3","#8f5089"
"TRUMATCH 41-b3","41-b3","#996596"
"TRUMATCH 41-c3","41-c3","#a47ba5"
"TRUMATCH 41-d3","41-d3","#af92b3"
"TRUMATCH 41-e3","41-e3","#bba7c0"
"TRUMATCH 41-a6","41-a6","#7a4675"
