"Scala 21-06-33","21-06-33","#3a2f2c"
"Scala 21-09-02","21-09-02","#f7eade"
"Scala 21-09-03","21-09-03","#f7e9db"
"Scala 21-09-06","21-09-06","#ebd9ca"
"Scala 21-09-09","21-09-09","#e1ccbc"
"Scala 21-09-12","21-09-12","#d5b9a7"
"Scala 21-09-15","21-09-15","#c7a797"
"Scala 21-09-18","21-09-18","#ae8a79"
"Scala 21-09-21","21-09-21","#977366"
"Scala 21-09-22","21-09-22","#89655a"
"Scala 21-09-24","21-09-24","#795245"
"Scala 21-09-27","21-09-27","#623b35"
"Scala 21-12-06","21-12-06","#fcdbc7"
"Scala 21-12-09","21-12-09","#ecc9b6"
"Scala 21-12-12","21-12-12","#dfb49e"
"Scala 21-12-15","21-12-15","#d3a087"
"Scala 21-12-16","21-12-16","#c7947d"
"Scala 21-12-18","21-12-18","#ba836b"
"Scala 21-12-21","21-12-21","#aa6b55"
"Scala 21-12-24","21-12-24","#8c4f3c"
"Scala 21-12-27","21-12-27","#6f4136"
"Scala 21-12-30","21-12-30","#673b36"
"Scala 21-15-12","21-15-12","#ecb292"
"Scala 21-15-15","21-15-15","#e99e7d"
"Scala 21-15-16","21-15-16","#d9906f"
"Scala 21-15-18","21-15-18","#cb7d5d"
"Scala 21-15-21","21-15-21","#af6045"
"Scala 21-15-24","21-15-24","#8e4e3b"
"Scala 21-15-27","21-15-27","#814130"
"Scala 21-16-18","21-16-18","#d27750"
"Scala 21-16-21","21-16-21","#c66c4b"
"Scala 21-16-24","21-16-24","#b65532"
"Scala 21-18-12","21-18-12","#fbba99"
"Scala 21-18-15","21-18-15","#fda876"
"Scala 21-18-16","21-18-16","#f9965f"
"Scala 21-18-18","21-18-18","#ef7933"
"Scala 21-18-21","21-18-21","#e56d2f"
"Scala 21-18-24","21-18-24","#ca6135"
"Scala 24-06-03","24-06-03","#f3e8e3"
"Scala 24-06-06","24-06-06","#e8d9cf"
"Scala 24-06-09","24-06-09","#e1cec6"
"Scala 24-06-12","24-06-12","#d2bfb7"
"Scala 24-06-15","24-06-15","#beaaa4"
"Scala 24-06-18","24-06-18","#a48e87"
"Scala 24-06-19","24-06-19","#927b75"
"Scala 24-06-22","24-06-22","#846e69"
"Scala 24-06-24","24-06-24","#78605b"
"Scala 24-06-27","24-06-27","#60494a"
"Scala 24-06-30","24-06-30","#473234"
"Scala 24-09-09","24-09-09","#e6c9be"
"Scala 24-09-12","24-09-12","#dcb8aa"
